stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_direction,stop_timezone,vehicle_type,platform_code
created_stop_714,Stop 714,31.999312,36.034187,,وادي الحنو,,,0,,,,,,
created_stop_715,Stop 715,32.000818,36.035507,,Shreim,,,0,,,,,,
created_stop_716,Stop 716,32.002513,36.036674,,,,,0,,,,,,
created_stop_717,Stop 717,32.00417,36.037874,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_718,Stop 718,32.005663,36.039205,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_719,Stop 719,32.006921,36.040688,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_720,Stop 720,32.00802,36.042251,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_721,Stop 721,32.008953,36.043883,,المناصير,,,0,,,,,,
created_stop_722,Stop 722,32.009719,36.045572,,المناصير,,,0,,,,,,
created_stop_723,Stop 723,32.010325,36.047303,,شارع مسقط,,,0,,,,,,
created_stop_724,Stop 724,32.010787,36.049062,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_725,Stop 725,32.011169,36.050836,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_726,Stop 726,32.011579,36.052604,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_727,Stop 727,32.012045,36.054364,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_728,Stop 728,32.012507,36.056125,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_729,Stop 729,32.012955,36.057888,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_730,Stop 730,32.013348,36.05966,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_731,Stop 731,32.013777,36.061425,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_732,Stop 732,32.014286,36.063177,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_733,Stop 733,32.014796,36.064929,,,,,0,,,,,,
created_stop_734,Stop 734,32.015339,36.066674,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_735,Stop 735,32.015982,36.068397,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_736,Stop 736,32.016625,36.070121,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_737,Stop 737,32.017268,36.071844,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_738,Stop 738,32.017919,36.073565,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_739,Stop 739,32.018586,36.075282,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_740,Stop 740,32.019254,36.076999,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_741,Stop 741,32.019922,36.078716,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_742,Stop 742,32.020721,36.08039,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_743,Stop 743,32.021735,36.081992,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_744,Stop 744,32.02283,36.083552,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_745,Stop 745,32.024235,36.084949,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_746,Stop 746,32.02581,36.086217,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_747,Stop 747,32.02746,36.08742,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_748,Stop 748,32.029413,36.088286,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_749,Stop 749,32.031306,36.089235,,Al-Qouds Bakery,,,0,,,,,,
created_stop_750,Stop 750,32.033195,36.090188,,شارع الثورة العربية الكبرى,,,0,,,,,,
created_stop_751,Stop 751,32.035084,36.091141,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_752,Stop 752,32.036972,36.092096,,القيصر الصغير للبيتزا,,,0,,,,,,
created_stop_753,Stop 753,32.038856,36.093056,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_754,Stop 754,32.040788,36.093943,,دجاج كرسبي,,,0,,,,,,
created_stop_755,Stop 755,32.042933,36.094218,,مقبرة جبل طارق,,,0,,,,,,
created_stop_756,Stop 756,32.044929,36.093496,,بنك الإسكان للتجارة والتمويل,,,0,,,,,,
created_stop_757,Stop 757,32.046734,36.092446,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_758,Stop 758,32.048909,36.09232,,شارع الثقافة,,,0,,,,,,
created_stop_759,Stop 759,32.050923,36.093071,,حلويات أمية,,,0,,,,,,
created_stop_760,Stop 760,32.052859,36.093961,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_761,Stop 761,32.054855,36.09475,,صيدلية بالي,,,0,,,,,,
created_stop_762,Stop 762,32.057048,36.094795,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_763,Stop 763,32.059217,36.094384,,أوتوستراد عمان - الزرقاء,,,0,,,,,,
created_stop_764,Stop 764,32.061405,36.09423,,شارع الجيش,,,0,,,,,,
created_stop_765,Stop 765,32.063533,36.094754,,Cairo Amman Bank,,,0,,,,,,
created_stop_766,Stop 766,32.065583,36.095371,,الاحوال المدنية,,,0,,,,,,
created_stop_767,Stop 767,32.067359,36.096456,,دواكم,,,0,,,,,,
created_stop_768,Stop 768,32.069136,36.097542,,Ja Petrol,,,0,,,,,,
created_stop_769,Stop 769,32.071171,36.098189,,شارع الجيش,,,0,,,,,,
created_stop_770,Stop 770,32.073015,36.099134,,شارع الجيش,,,0,,,,,,
created_stop_771,Stop 771,32.073202,36.10055,,شارع الجيش,,,0,,,,,,
created_stop_772,Stop 772,31.972591,35.86495,,شارع المدينة المنورة,,,0,,,,,,
created_stop_773,Stop 773,31.970431,35.864532,,,,,0,,,,,,
created_stop_774,Stop 774,31.968248,35.864233,,,,,0,,,,,,
created_stop_775,Stop 775,31.966038,35.864303,,شارع علي خلقي الشرايري,,,0,,,,,,
created_stop_776,Stop 776,31.96389,35.864726,,شارع المدينة المنورة,,,0,,,,,,
created_stop_777,Stop 777,31.961834,35.865404,,,,,0,,,,,,
created_stop_778,Stop 778,31.912387,35.857133,,,,,0,,,,,,
created_stop_779,Stop 779,31.910575,35.856094,,شارع سامي شمس الدين,,,0,,,,,,
created_stop_780,Stop 780,31.908748,35.855071,,,,,0,,,,,,
created_stop_781,Stop 781,31.906926,35.854041,,شارع جورج مبدى خوري,,,0,,,,,,
created_stop_782,Stop 782,31.904942,35.85325,,N Kawar,,,0,,,,,,
created_stop_783,Stop 783,31.903398,35.853216,,شارع جورج مبدى خوري,,,0,,,,,,
created_stop_784,Stop 784,31.900656,35.852316,,,,,0,,,,,,
created_stop_785,Stop 785,31.898522,35.85182,,,,,0,,,,,,
created_stop_786,Stop 786,31.89639,35.851317,,شارع محمد صالح شبيلات,,,0,,,,,,
created_stop_787,Stop 787,31.894239,35.850868,,,,,0,,,,,,
created_stop_788,Stop 788,31.892144,35.850298,,,,,0,,,,,,
created_stop_789,Stop 789,31.890549,35.849046,,,,,0,,,,,,
created_stop_790,Stop 790,31.889131,35.847665,,,,,0,,,,,,
created_stop_791,Stop 791,31.888232,35.846026,,شارع ربوة المرج,,,0,,,,,,
created_stop_792,Stop 792,31.887304,35.844399,,شارع ربوة المرج,,,0,,,,,,
created_stop_793,Stop 793,31.885609,35.84331,,شارع ربوة المرج,,,0,,,,,,
created_stop_794,Stop 794,31.883496,35.842807,,,,,0,,,,,,
created_stop_795,Stop 795,31.881332,35.843023,,Climbat,,,0,,,,,,
created_stop_796,Stop 796,31.879299,35.842299,,Jo Petrol,,,0,,,,,,
created_stop_797,Stop 797,31.877678,35.841119,,,,,0,,,,,,
created_stop_798,Stop 798,31.876091,35.839869,,,,,0,,,,,,
created_stop_799,Stop 799,31.874388,35.838717,,,,,0,,,,,,
created_stop_800,Stop 800,31.872841,35.83743,,Jo Petrol,,,0,,,,,,
created_stop_801,Stop 801,31.871393,35.836066,,عمارة السلام,,,0,,,,,,
created_stop_802,Stop 802,31.869999,35.834665,,,,,0,,,,,,
created_stop_803,Stop 803,31.868365,35.834014,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_804,Stop 804,31.866444,35.833115,,,,,0,,,,,,
created_stop_805,Stop 805,31.864495,35.832266,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_806,Stop 806,31.862537,35.831428,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_807,Stop 807,31.860383,35.831299,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_808,Stop 808,31.858165,35.831224,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_809,Stop 809,31.855978,35.83124,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_810,Stop 810,31.8542,35.83166,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_811,Stop 811,31.852184,35.832412,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_812,Stop 812,31.850187,35.833198,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_813,Stop 813,31.848186,35.833977,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_814,Stop 814,31.84599,35.834119,,,,,0,,,,,,
created_stop_815,Stop 815,31.843771,35.834092,,,,,0,,,,,,
created_stop_816,Stop 816,31.841555,35.83418,,أم القنافذ,,,0,,,,,,
created_stop_817,Stop 817,31.839348,35.834008,,أم القنافذ,,,0,,,,,,
created_stop_818,Stop 818,31.837174,35.833659,,أم القنافذ,,,0,,,,,,
created_stop_819,Stop 819,31.835078,35.833082,,أم القنافذ,,,0,,,,,,
created_stop_820,Stop 820,31.833114,35.832247,,أم القنافذ,,,0,,,,,,
created_stop_821,Stop 821,31.831234,35.83129,,أم القنافذ,,,0,,,,,,
created_stop_822,Stop 822,31.82937,35.830312,,أم القنافذ,,,0,,,,,,
created_stop_823,Stop 823,31.827506,35.829335,,الروضة ناعور,,,0,,,,,,
created_stop_824,Stop 824,31.825585,35.828435,,الروضة ناعور,,,0,,,,,,
created_stop_825,Stop 825,31.823639,35.827573,,الروضة ناعور,,,0,,,,,,
created_stop_826,Stop 826,31.821557,35.826952,,الروضة ناعور,,,0,,,,,,
created_stop_827,Stop 827,31.819388,35.826606,,الروضة ناعور,,,0,,,,,,
created_stop_828,Stop 828,31.817179,35.826573,,الروضة ناعور,,,0,,,,,,
created_stop_829,Stop 829,31.815135,35.825914,,العال,,,0,,,,,,
created_stop_830,Stop 830,31.813303,35.824899,,العال,,,0,,,,,,
created_stop_831,Stop 831,31.811796,35.823604,,,,,0,,,,,,
created_stop_832,Stop 832,31.810564,35.822107,,,,,0,,,,,,
created_stop_833,Stop 833,31.809487,35.820537,,,,,0,,,,,,
created_stop_834,Stop 834,31.808533,35.818913,,,,,0,,,,,,
created_stop_835,Stop 835,31.807719,35.817238,,,,,0,,,,,,
created_stop_836,Stop 836,31.806783,35.815611,,Tell Hesban,,,0,,,,,,
created_stop_837,Stop 837,31.805357,35.814234,,Tell Hesban,,,0,,,,,,
created_stop_838,Stop 838,31.803608,35.813133,,Tell Hesban,,,0,,,,,,
created_stop_839,Stop 839,31.801604,35.812363,,Tell Hesban,,,0,,,,,,
created_stop_840,Stop 840,31.799703,35.811443,,Tell Hesban,,,0,,,,,,
created_stop_841,Stop 841,31.797993,35.810301,,Byzantine Church,,,0,,,,,,
created_stop_842,Stop 842,31.796006,35.809515,,Byzantine Church,,,0,,,,,,
created_stop_843,Stop 843,31.793937,35.808864,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_844,Stop 844,31.79181,35.808365,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_845,Stop 845,31.789727,35.807746,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_846,Stop 846,31.787629,35.807166,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_847,Stop 847,31.785457,35.806797,,شارع مأدبا الغربي,,,0,,,,,,
created_stop_848,Stop 848,31.78326,35.806551,,GJU,,,0,,,,,,
created_stop_849,Stop 849,31.78113,35.806077,,GJU,,,0,,,,,,
created_stop_850,Stop 850,31.779052,35.805445,,GJU,,,0,,,,,,
created_stop_851,Stop 851,31.776992,35.804775,,Schloss Restaurant,,,0,,,,,,
created_stop_852,Stop 852,31.774942,35.804087,,Building H,,,0,,,,,,
created_stop_853,Stop 853,31.77295,35.803296,,Building H,,,0,,,,,,
created_stop_854,Stop 854,31.770978,35.80247,,Cairo Amman Bank,,,0,,,,,,
created_stop_855,Stop 855,31.769062,35.801564,,قضاء جرينة,,,0,,,,,,
created_stop_856,Stop 856,31.767051,35.800815,,قضاء جرينة,,,0,,,,,,
created_stop_857,Stop 857,31.764906,35.800363,,قضاء جرينة,,,0,,,,,,
created_stop_858,Stop 858,31.762704,35.800225,,قضاء جرينة,,,0,,,,,,
created_stop_859,Stop 859,31.760577,35.799801,,جرينة,,,0,,,,,,
created_stop_860,Stop 860,31.758497,35.799173,,جرينة,,,0,,,,,,
created_stop_861,Stop 861,31.756416,35.798547,,جرينة,,,0,,,,,,
created_stop_862,Stop 862,31.754302,35.798013,,جرينة,,,0,,,,,,
created_stop_863,Stop 863,31.752133,35.797631,,جرينة,,,0,,,,,,
created_stop_864,Stop 864,31.749981,35.797201,,المأمونية الغربية,,,0,,,,,,
created_stop_865,Stop 865,31.747803,35.796859,,المأمونية الغربية,,,0,,,,,,
created_stop_866,Stop 866,31.745604,35.796617,,الرشاد,,,0,,,,,,
created_stop_867,Stop 867,31.743639,35.795883,,الرشاد,,,0,,,,,,
created_stop_868,Stop 868,31.741881,35.794787,,الرشاد,,,0,,,,,,
created_stop_869,Stop 869,31.74005,35.793771,,الرشاد,,,0,,,,,,
created_stop_870,Stop 870,31.73811,35.792899,,الرشاد,,,0,,,,,,
created_stop_871,Stop 871,31.736074,35.792185,,شارع عائشة أم المؤمنين,,,0,,,,,,
created_stop_872,Stop 872,31.733982,35.791599,,النظافة,,,0,,,,,,
created_stop_873,Stop 873,31.731768,35.791564,,النظافة,,,0,,,,,,
created_stop_874,Stop 874,31.729549,35.791537,,Carrefour,,,0,,,,,,
created_stop_875,Stop 875,31.727339,35.791661,,Manaseer Express,,,0,,,,,,
created_stop_876,Stop 876,31.725224,35.79217,,,,,0,,,,,,
created_stop_877,Stop 877,31.723124,35.792685,,Phoenix Hotel,,,0,,,,,,
created_stop_878,Stop 878,31.915903,35.859244,,شارع جميل الباير,,,0,,,,,,
created_stop_879,Stop 879,31.926913,35.859948,,شارع يونس إسلام,,,0,,,,,,
created_stop_880,Stop 880,31.945907,35.928338,,شارع عمر مطر,,,0,,,,,,
created_stop_881,Stop 881,31.946336,35.926574,,مسجد النورين/الأمانة,,,0,,,,,,
created_stop_882,Stop 882,31.946263,35.924776,,امانة عمان,,,0,,,,,,
created_stop_883,Stop 883,31.94576,35.923027,,شارع عمر مطر,,,0,,,,,,
created_stop_884,Stop 884,31.945503,35.921252,,شارع عمر مطر,,,0,,,,,,
created_stop_885,Stop 885,31.94588,35.91948,,شارع عمر مطر,,,0,,,,,,
created_stop_886,Stop 886,31.94662,35.917798,,شارع عمر مطر,,,0,,,,,,
created_stop_887,Stop 887,31.948556,35.915304,,شارع عبد المنعم رياض,,,0,,,,,,
created_stop_888,Stop 888,31.947976,35.912757,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_889,Stop 889,31.947372,35.911025,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_890,Stop 890,31.9468,35.909286,,جوبترول,,,0,,,,,,
created_stop_891,Stop 891,31.946225,35.907548,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_892,Stop 892,31.94612,35.905789,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_893,Stop 893,31.947317,35.904281,,شارع حراء,,,0,,,,,,
created_stop_894,Stop 894,31.94887,35.902996,,Bus Rapid Transport,,,0,,,,,,
created_stop_895,Stop 895,31.950224,35.901573,,Bus Rapid Transport,,,0,,,,,,
created_stop_896,Stop 896,31.951154,35.899951,,,,,0,,,,,,
created_stop_897,Stop 897,31.951822,35.89824,,شارع الدكتور إبراهيم الخالدي,,,0,,,,,,
created_stop_898,Stop 898,31.951778,35.896447,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_899,Stop 899,31.951464,35.894668,,شارع الملكة نور,,,0,,,,,,
created_stop_900,Stop 900,31.951837,35.892921,,جسر عبدون,,,0,,,,,,
created_stop_901,Stop 901,31.952534,35.891212,,,,,0,,,,,,
created_stop_902,Stop 902,31.953256,35.88951,,أمديست,,,0,,,,,,
created_stop_903,Stop 903,31.953979,35.887809,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_904,Stop 904,31.954578,35.886077,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_905,Stop 905,31.955165,35.884342,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_906,Stop 906,31.956058,35.882695,,Blom Bank,,,0,,,,,,
created_stop_907,Stop 907,31.956964,35.881051,,Total,,,0,,,,,,
created_stop_908,Stop 908,31.959524,35.880237,,شارع بيروت,,,0,,,,,,
created_stop_909,Stop 909,31.955316,35.829318,,,,,0,,,,,,
created_stop_910,Stop 910,31.954779,35.827128,,شارع وادي السير,,,0,,,,,,
created_stop_911,Stop 911,31.953921,35.826007,,شارع وادي السير,,,0,,,,,,
created_stop_912,Stop 912,31.952798,35.82393,,شارع عربي جرادات,,,0,,,,,,
created_stop_913,Stop 913,31.952416,35.822686,,,,,0,,,,,,
created_stop_914,Stop 914,31.952218,35.820908,,,,,0,,,,,,
created_stop_915,Stop 915,31.952086,35.819711,,شارع قلة كري,,,0,,,,,,
created_stop_916,Stop 916,31.95014,35.818847,,شارع عراق الأمير,,,0,,,,,,
created_stop_917,Stop 917,31.948188,35.817991,,,,,0,,,,,,
created_stop_918,Stop 918,31.950605,35.935269,,,,,0,,,,,,
created_stop_919,Stop 919,31.94737,35.932969,,,,,0,,,,,,
created_stop_920,Stop 920,31.945444,35.929831,,,,,0,,,,,,
created_stop_921,Stop 921,31.95203,35.942429,,شارع مسلمة بن عبدالملك,,,0,,,,,,
created_stop_922,Stop 922,31.952008,35.944227,,شارع المدرج,,,0,,,,,,
created_stop_923,Stop 923,32.021221,35.844076,,,,,0,,,,,,
created_stop_924,Stop 924,32.019047,35.843715,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_925,Stop 925,32.016878,35.843332,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_926,Stop 926,32.014708,35.842949,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_927,Stop 927,32.012905,35.841903,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_928,Stop 928,32.011384,35.840592,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_929,Stop 929,32.009905,35.839251,,,,,0,,,,,,
created_stop_930,Stop 930,32.008555,35.837829,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_931,Stop 931,32.007464,35.836261,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_932,Stop 932,32.006447,35.834662,,كوستكو كنز الأردن,,,0,,,,,,
created_stop_933,Stop 933,32.005429,35.833062,,شارع نجيب السعد البطاينة,,,0,,,,,,
created_stop_934,Stop 934,32.004198,35.831572,,,,,0,,,,,,
created_stop_935,Stop 935,32.002344,35.830627,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_936,Stop 936,32.000153,35.830422,,شارع غانم ولد علي,,,0,,,,,,
created_stop_937,Stop 937,31.997935,35.830364,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_938,Stop 938,31.993495,35.830308,,,,,0,,,,,,
created_stop_939,Stop 939,31.991276,35.83028,,شارع الحجاز,,,0,,,,,,
created_stop_940,Stop 940,31.989067,35.830407,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_941,Stop 941,31.986938,35.830902,,شارع مذيب علوي,,,0,,,,,,
created_stop_942,Stop 942,31.984946,35.83169,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_943,Stop 943,31.972854,35.839487,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_944,Stop 944,31.970973,35.840444,,شارع بركات طراد الخريشة,,,0,,,,,,
created_stop_945,Stop 945,31.968933,35.841574,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_946,Stop 946,31.966527,35.842446,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_947,Stop 947,31.965325,35.843305,,,,,0,,,,,,
created_stop_948,Stop 948,31.96314,35.844134,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_949,Stop 949,31.96133,35.845164,,,,,0,,,,,,
created_stop_950,Stop 950,31.95941,35.845783,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_951,Stop 951,31.947181,35.817228,,شارع عراق الأمير,,,0,,,,,,
created_stop_952,Stop 952,31.958278,35.846187,,شارع رافع بن زيد,,,0,,,,,,
created_stop_953,Stop 953,31.983946,35.832269,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_954,Stop 954,31.996626,35.83024,,,,,0,,,,,,
created_stop_955,Stop 955,31.94395,35.906218,,شارع وادي عبدون,,,0,,,,,,
created_stop_956,Stop 956,31.942009,35.907094,,شارع وادي عبدون,,,0,,,,,,
created_stop_957,Stop 957,31.939927,35.907402,,دوار القيسية,,,0,,,,,,
created_stop_958,Stop 958,31.939308,35.909028,,,,,0,,,,,,
created_stop_959,Stop 959,31.937286,35.9094,,,,,0,,,,,,
created_stop_960,Stop 960,31.935092,35.909223,,مسجد الهلال,,,0,,,,,,
created_stop_961,Stop 961,31.933203,35.908357,,,,,0,,,,,,
created_stop_962,Stop 962,31.932418,35.90687,,شارع عدي بن حاتم,,,0,,,,,,
created_stop_963,Stop 963,31.933705,35.905403,,شارع عدي بن حاتم,,,0,,,,,,
created_stop_964,Stop 964,31.93287,35.903883,,شارع بني تميم,,,0,,,,,,
created_stop_965,Stop 965,31.931658,35.90323,,شارع بني جهينة,,,0,,,,,,
created_stop_966,Stop 966,31.932426,35.901769,,شارع الأنصار,,,0,,,,,,
created_stop_967,Stop 967,31.931026,35.900374,,شارع بني كنانة,,,0,,,,,,
created_stop_968,Stop 968,31.929612,35.899695,,شارع الحرم,,,0,,,,,,
created_stop_969,Stop 969,31.928092,35.898702,,شارع العماد الأصفهاني,,,0,,,,,,
created_stop_970,Stop 970,31.926668,35.897321,,شارع سالم السقاف,,,0,,,,,,
created_stop_971,Stop 971,31.925244,35.895939,,شارع التضحية,,,0,,,,,,
created_stop_972,Stop 972,31.923792,35.894577,,شارع الحرم,,,0,,,,,,
created_stop_973,Stop 973,31.922361,35.8932,,شارع سليمان السعدين,,,0,,,,,,
created_stop_974,Stop 974,31.921903,35.891769,,شارع سليمان السعدين,,,0,,,,,,
created_stop_975,Stop 975,31.923617,35.890636,,شارع سليمان السعدين,,,0,,,,,,
created_stop_976,Stop 976,31.924203,35.888925,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_977,Stop 977,31.924242,35.887126,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_978,Stop 978,31.924683,35.885379,,شارع الطفيل بن النعمان,,,0,,,,,,
created_stop_979,Stop 979,31.926056,35.883997,,شارع علي محمد الكسواني,,,0,,,,,,
created_stop_980,Stop 980,31.928151,35.883553,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_981,Stop 981,31.930258,35.884059,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_982,Stop 982,31.932184,35.884954,,شارع فؤاد فراج,,,0,,,,,,
created_stop_983,Stop 983,31.934106,35.885857,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_984,Stop 984,31.936017,35.886775,,شارع هاني العكاشة,,,0,,,,,,
created_stop_985,Stop 985,31.937953,35.887657,,Syrian Embassy,,,0,,,,,,
created_stop_986,Stop 986,31.939897,35.888528,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_987,Stop 987,31.941851,35.889379,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_988,Stop 988,31.943782,35.890267,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_989,Stop 989,31.945721,35.891146,,شارع دمشق,,,0,,,,,,
created_stop_990,Stop 990,31.94767,35.892009,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_991,Stop 991,31.949187,35.892305,,,,,0,,,,,,
created_stop_992,Stop 992,31.940793,35.886092,,,,,0,,,,,,
created_stop_993,Stop 993,31.941286,35.884337,,شارع سعيد عبدو شموط,,,0,,,,,,
created_stop_994,Stop 994,31.941777,35.882582,,Kashoka,,,0,,,,,,
created_stop_995,Stop 995,31.942268,35.880826,,,,,0,,,,,,
created_stop_996,Stop 996,31.942817,35.879083,,,,,0,,,,,,
created_stop_997,Stop 997,31.943285,35.877327,,,,,0,,,,,,
created_stop_998,Stop 998,31.943313,35.87553,,,,,0,,,,,,
created_stop_999,Stop 999,31.943182,35.873735,,,,,0,,,,,,
created_stop_1000,Stop 1000,31.94295,35.871945,,,,,0,,,,,,
created_stop_1001,Stop 1001,31.942852,35.870149,,شارع الهاشميين,,,0,,,,,,
created_stop_1002,Stop 1002,31.942921,35.86835,,شارع الهاشميين,,,0,,,,,,
created_stop_1003,Stop 1003,31.942991,35.866551,,صيدلية جونية,,,0,,,,,,
created_stop_1004,Stop 1004,31.943043,35.864751,,,,,0,,,,,,
created_stop_1005,Stop 1005,31.943033,35.862952,,,,,0,,,,,,
created_stop_1006,Stop 1006,31.944651,35.862551,,شارع عيسى بن سلمان,,,0,,,,,,
created_stop_1007,Stop 1007,31.946708,35.883284,,7b,,,0,,,,,,
created_stop_1008,Stop 1008,31.946641,35.885083,,,,,0,,,,,,
created_stop_1009,Stop 1009,31.946187,35.886837,,شارع الأمير علي بن الحسين,,,0,,,,,,
created_stop_1010,Stop 1010,31.945384,35.888512,,,,,0,,,,,,
created_stop_1011,Stop 1011,31.943538,35.891785,,,,,0,,,,,,
created_stop_1012,Stop 1012,31.942785,35.893477,,,,,0,,,,,,
created_stop_1013,Stop 1013,31.942338,35.89524,,,,,0,,,,,,
created_stop_1014,Stop 1014,31.941824,35.896991,,شارع الأمير علي بن الحسين,,,0,,,,,,
created_stop_1015,Stop 1015,31.94129,35.898737,,شارع هاني الرفاعي,,,0,,,,,,
created_stop_1016,Stop 1016,31.940636,35.900458,,شارع الأمير علي بن الحسين,,,0,,,,,,
created_stop_1017,Stop 1017,31.939995,35.902181,,شارع الأمير علي بن الحسين,,,0,,,,,,
created_stop_1018,Stop 1018,31.939362,35.903906,,شارع الأمير علي بن الحسين,,,0,,,,,,
created_stop_1019,Stop 1019,31.938871,35.905652,,شارع الأمير علي بن الحسين,,,0,,,,,,
created_stop_1020,Stop 1020,31.945321,35.906892,,شارع الأميرة بسمة,,,0,,,,,,
created_stop_1021,Stop 1021,31.95565,35.84768,,Ministry Of Transport,,,0,,,,,,
created_stop_1022,Stop 1022,31.953931,35.84882,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_1023,Stop 1023,31.952127,35.849869,,شارع عبيد بن أوس,,,0,,,,,,
created_stop_1024,Stop 1024,31.950162,35.850675,,وادي حانوتية,,,0,,,,,,
created_stop_1025,Stop 1025,31.947955,35.850665,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
created_stop_1026,Stop 1026,31.943748,35.849516,,شارع الملك عبدالله بن الحسين الثاني,,,0,,,,,,
