shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
193000,31.967434,35.963486,1,0.1
193000,31.965922,35.962171,2,209.1
193000,31.964344,35.960903,3,421.1
193000,31.962867,35.959558,4,628.1
193000,31.961064,35.957749,5,891.1
193000,31.959933,35.957312,6,1023.1
193000,31.959095,35.955694,7,1202.1
193000,31.957545,35.954425,8,1412.1
193000,31.955962,35.953162,9,1624.1
193000,31.954886,35.950342,10,1916.1
193000,31.954302,35.948613,11,2092.1
193000,31.953936,35.946839,12,2265.1
193000,31.953542,35.945068,13,2438.1
193000,31.955005,35.943785,14,2641.1
193000,31.955537,35.942107,15,2810.1
193000,31.955491,35.940378,16,2974.1
193000,31.955711,35.938611,17,3143.1
193000,31.955194,35.936861,18,3318.1
193000,31.955883,35.935269,19,3487.1
193000,31.956788,35.933651,20,3670.1
193000,31.958164,35.932504,21,3857.1
193000,31.959608,35.93155,22,4041.1
193000,31.959417,35.929717,23,4216.1
193000,31.960064,35.928064,24,4388.1
193000,31.961614,35.926382,25,4622.1
193000,31.962461,35.924718,26,4805.1
193000,31.963643,35.923222,27,4998.1
193000,31.964869,35.921724,28,5194.1
193000,31.96599,35.92017,29,5386.1
193000,31.967002,35.918568,30,5574.1
193000,31.968027,35.916971,31,5763.1
193000,31.969101,35.915395,32,5954.1
193000,31.970174,35.913819,33,6145.1
193000,31.971362,35.912443,34,6330.1
193000,31.972657,35.911117,35,6521.1
193000,31.974478,35.911897,36,6736.1
193000,31.975372,35.913532,37,6920.1
193000,31.975271,35.91531,38,7088.1
193000,31.974515,35.916994,39,7268.1
193000,31.973432,35.918564,40,7459.1
193000,31.972231,35.920078,41,7654.1
193000,31.970955,35.921304,42,7837.1
193000,31.96956,35.919903,43,8041.1
193000,31.96815,35.918513,44,8245.1
203094,31.96815,35.918513,1,0.1
203094,31.96956,35.919903,2,204.1
203094,31.970955,35.921304,3,408.1
203094,31.972231,35.920078,4,591.1
203094,31.973432,35.918564,5,786.1
203094,31.974515,35.916994,6,977.1
203094,31.975271,35.91531,7,1157.1
203094,31.975372,35.913532,8,1325.1
203094,31.974478,35.911897,9,1509.1
203094,31.972657,35.911117,10,1724.1
203094,31.971362,35.912443,11,1915.1
203094,31.970174,35.913819,12,2100.1
203094,31.969101,35.915395,13,2291.1
203094,31.968027,35.916971,14,2482.1
203094,31.967002,35.918568,15,2671.1
203094,31.96599,35.92017,16,2859.1
203094,31.964869,35.921724,17,3051.1
203094,31.963643,35.923222,18,3247.1
203094,31.962461,35.924718,19,3440.1
203094,31.961614,35.926382,20,3623.1
203094,31.960064,35.928064,21,3857.1
203094,31.959417,35.929717,22,4029.1
203094,31.959608,35.93155,23,4204.1
203094,31.958164,35.932504,24,4388.1
203094,31.956788,35.933651,25,4575.1
203094,31.955883,35.935269,26,4758.1
203094,31.955194,35.936861,27,4927.1
203094,31.955711,35.938611,28,5102.1
203094,31.955491,35.940378,29,5271.1
203094,31.955537,35.942107,30,5435.1
203094,31.955005,35.943785,31,5604.1
203094,31.953542,35.945068,32,5807.1
203094,31.953936,35.946839,33,5980.1
203094,31.954302,35.948613,34,6153.1
203094,31.954886,35.950342,35,6329.1
203094,31.955962,35.953162,36,6621.1
203094,31.957545,35.954425,37,6833.1
203094,31.959095,35.955694,38,7043.1
203094,31.959933,35.957312,39,7222.1
203094,31.961064,35.957749,40,7354.1
203094,31.962867,35.959558,41,7617.1
203094,31.964344,35.960903,42,7824.1
203094,31.965922,35.962171,43,8036.1
203094,31.967434,35.963486,44,8245.1
193001,31.994883,35.919414,1,0.1
193001,31.993337,35.918594,2,188.1
193001,31.992794,35.917537,3,305.1
193001,31.992258,35.91579,4,480.1
193001,31.991723,35.914043,5,655.1
193001,31.991028,35.91234,6,833.1
193001,31.99005,35.910724,7,1020.1
193001,31.989096,35.909098,8,1207.1
193001,31.988365,35.908092,9,1332.1
193001,31.987605,35.905367,10,1603.1
193001,31.987233,35.903968,11,1741.1
193001,31.987227,35.902169,12,1911.1
193001,31.986962,35.900386,13,2082.1
193001,31.98612,35.898809,14,2258.1
193001,31.985918,35.897628,15,2372.1
193001,31.984929,35.897284,16,2486.1
193001,31.983975,35.895782,17,2663.1
193001,31.982289,35.893941,18,2918.1
193001,31.983085,35.893108,19,3036.1
193001,31.983395,35.891458,20,3196.1
193001,31.983704,35.889677,21,3368.1
193001,31.983995,35.887892,22,3540.1
193001,31.984328,35.886113,23,3712.1
193001,31.984766,35.884349,24,3886.1
193001,31.985204,35.882584,25,4060.1
193001,31.985689,35.880828,26,4234.1
193001,31.986256,35.87909,27,4410.1
193001,31.986962,35.877385,28,4589.1
193001,31.987999,35.875795,29,4778.1
193001,31.988958,35.874172,30,4965.1
193001,31.989654,35.872469,31,5143.1
193001,31.99024,35.870732,32,5320.1
193001,31.990826,35.868996,33,5496.1
193001,31.990803,35.868094,34,5581.1
193001,31.991549,35.867296,35,5693.1
193001,31.99232,35.865608,36,5874.1
193001,31.993094,35.863922,37,6055.1
193001,31.993325,35.862136,38,6226.1
193001,31.993745,35.86018,39,6417.1
193001,31.994397,35.858653,40,6578.1
193001,31.995181,35.856972,41,6759.1
193001,31.996127,35.855344,42,6945.1
193001,31.996729,35.853616,43,7121.1
193001,31.997031,35.851834,44,7293.1
193001,31.997009,35.850038,45,7463.1
193001,31.996902,35.84824,46,7633.1
193001,31.996916,35.84644,47,7803.1
193001,31.997077,35.844645,48,7974.1
193001,31.997049,35.842855,49,8143.1
193001,31.996685,35.841081,50,8315.1
193001,31.996617,35.839282,51,8485.1
193001,31.996463,35.837487,52,8655.1
193001,31.996261,35.835694,53,8826.1
193001,31.996008,35.833906,54,8997.1
193001,31.995174,35.831504,55,9242.1
193001,31.994726,35.830484,56,9350.1
203095,31.994726,35.830484,1,0.1
203095,31.995174,35.831504,2,108.1
203095,31.996008,35.833906,3,353.1
203095,31.996261,35.835694,4,524.1
203095,31.996463,35.837487,5,695.1
203095,31.996617,35.839282,6,865.1
203095,31.996685,35.841081,7,1035.1
203095,31.997049,35.842855,8,1207.1
203095,31.997077,35.844645,9,1376.1
203095,31.996916,35.84644,10,1547.1
203095,31.996902,35.84824,11,1717.1
203095,31.997009,35.850038,12,1887.1
203095,31.997031,35.851834,13,2057.1
203095,31.996729,35.853616,14,2229.1
203095,31.996127,35.855344,15,2405.1
203095,31.995181,35.856972,16,2591.1
203095,31.994397,35.858653,17,2772.1
203095,31.993745,35.86018,18,2933.1
203095,31.993325,35.862136,19,3124.1
203095,31.993094,35.863922,20,3295.1
203095,31.99232,35.865608,21,3476.1
203095,31.991549,35.867296,22,3657.1
203095,31.990803,35.868094,23,3769.1
203095,31.990826,35.868996,24,3854.1
203095,31.99024,35.870732,25,4030.1
203095,31.989654,35.872469,26,4207.1
203095,31.988958,35.874172,27,4385.1
203095,31.987999,35.875795,28,4572.1
203095,31.986962,35.877385,29,4761.1
203095,31.986256,35.87909,30,4940.1
203095,31.985689,35.880828,31,5116.1
203095,31.985204,35.882584,32,5290.1
203095,31.984766,35.884349,33,5464.1
203095,31.984328,35.886113,34,5638.1
203095,31.983995,35.887892,35,5810.1
203095,31.983704,35.889677,36,5982.1
203095,31.983395,35.891458,37,6154.1
203095,31.983085,35.893108,38,6314.1
203095,31.982289,35.893941,39,6432.1
203095,31.983975,35.895782,40,6687.1
203095,31.984929,35.897284,41,6864.1
203095,31.985918,35.897628,42,6978.1
203095,31.98612,35.898809,43,7092.1
203095,31.986962,35.900386,44,7268.1
203095,31.987227,35.902169,45,7439.1
203095,31.987233,35.903968,46,7609.1
203095,31.987605,35.905367,47,7747.1
203095,31.988365,35.908092,48,8018.1
203095,31.989096,35.909098,49,8143.1
203095,31.99005,35.910724,50,8330.1
203095,31.991028,35.91234,51,8517.1
203095,31.991723,35.914043,52,8695.1
203095,31.992258,35.91579,53,8870.1
203095,31.992794,35.917537,54,9045.1
203095,31.993337,35.918594,55,9162.1
203095,31.994883,35.919414,56,9350.1
193002,31.963948,35.902263,1,0.1
193002,31.962304,35.902992,2,195.1
193002,31.961496,35.90382,3,314.1
193002,31.959999,35.905151,4,522.1
193002,31.959421,35.905992,5,624.1
193002,31.958622,35.907628,6,802.1
193002,31.957304,35.907491,7,949.1
193002,31.955502,35.909129,8,1202.1
193002,31.954364,35.910575,9,1388.1
193002,31.953013,35.909897,10,1551.1
193002,31.951167,35.908904,11,1776.1
193002,31.94927,35.907967,12,2004.1
193002,31.948509,35.909151,13,2144.1
193002,31.949233,35.910853,14,2324.1
193002,31.949862,35.912577,15,2501.1
193002,31.949462,35.914312,16,2671.1
193002,31.948556,35.915304,17,2808.1
193002,31.94662,35.917798,18,3127.1
193002,31.94588,35.91948,19,3306.1
193002,31.945503,35.921252,20,3479.1
193002,31.94576,35.923027,21,3649.1
193002,31.946263,35.924776,22,3824.1
193002,31.946336,35.926574,23,3994.1
193002,31.945907,35.928338,24,4167.1
193002,31.945444,35.929831,25,4317.1
193002,31.945954,35.931332,26,4470.1
193002,31.945063,35.930762,27,4583.1
193002,31.944721,35.928988,28,4755.1
193002,31.945017,35.927212,29,4926.1
193002,31.945163,35.925428,30,5095.1
193002,31.944637,35.923681,31,5270.1
193002,31.94436,35.922676,32,5370.1
193002,31.944653,35.920105,33,5615.1
193002,31.945284,35.918405,34,5790.1
193002,31.946414,35.916857,35,5983.1
193002,31.948556,35.915304,36,6262.1
203096,31.948556,35.915304,1,0.1
203096,31.946414,35.916857,2,279.1
203096,31.945284,35.918405,3,472.1
203096,31.944653,35.920105,4,647.1
203096,31.94436,35.922676,5,892.1
203096,31.944637,35.923681,6,992.1
203096,31.945163,35.925428,7,1167.1
203096,31.945017,35.927212,8,1336.1
203096,31.944721,35.928988,9,1507.1
203096,31.945063,35.930762,10,1679.1
203096,31.945954,35.931332,11,1792.1
203096,31.945444,35.929831,12,1945.1
203096,31.945907,35.928338,13,2095.1
203096,31.946336,35.926574,14,2268.1
203096,31.946263,35.924776,15,2438.1
203096,31.94576,35.923027,16,2613.1
203096,31.945503,35.921252,17,2783.1
203096,31.94588,35.91948,18,2956.1
203096,31.94662,35.917798,19,3135.1
203096,31.948556,35.915304,20,3454.1
203096,31.949462,35.914312,21,3591.1
203096,31.949862,35.912577,22,3761.1
203096,31.949233,35.910853,23,3938.1
203096,31.948509,35.909151,24,4118.1
203096,31.94927,35.907967,25,4258.1
203096,31.951167,35.908904,26,4486.1
203096,31.953013,35.909897,27,4711.1
203096,31.954364,35.910575,28,4874.1
203096,31.955502,35.909129,29,5060.1
203096,31.957304,35.907491,30,5313.1
203096,31.958622,35.907628,31,5460.1
203096,31.959421,35.905992,32,5638.1
203096,31.959999,35.905151,33,5740.1
203096,31.961496,35.90382,34,5948.1
203096,31.962304,35.902992,35,6067.1
203096,31.963948,35.902263,36,6262.1
193003,31.918459,35.929276,1,0.1
193003,31.918294,35.930731,2,139.1
193003,31.919779,35.93079,3,304.1
193003,31.920181,35.93256,4,477.1
193003,31.920619,35.934324,5,651.1
193003,31.920997,35.936098,6,824.1
193003,31.921234,35.937886,7,995.1
193003,31.921411,35.939136,8,1115.1
193003,31.922164,35.940769,9,1291.1
193003,31.923817,35.941972,10,1507.1
193003,31.925493,35.943155,11,1724.1
193003,31.927182,35.944325,12,1942.1
193003,31.928891,35.945476,13,2161.1
193003,31.930867,35.946273,14,2393.1
193003,31.933055,35.946583,15,2637.1
193003,31.935056,35.94727,16,2868.1
193003,31.936553,35.948599,17,3076.1
193003,31.938279,35.949711,18,3294.1
193003,31.94002,35.950801,19,3513.1
193003,31.940999,35.9524,20,3699.1
193003,31.94231,35.953611,21,3884.1
193003,31.944368,35.952993,22,4120.1
193003,31.945938,35.954177,23,4327.1
193003,31.94785,35.955092,24,4556.1
193003,31.948909,35.956553,25,4737.1
193003,31.949226,35.958335,26,4909.1
193003,31.950259,35.95991,27,5097.1
193003,31.951893,35.961073,28,5309.1
193003,31.953708,35.962104,29,5533.1
193003,31.95539,35.963281,30,5750.1
193003,31.956978,35.962813,31,5932.1
193003,31.957329,35.961087,32,6100.1
193003,31.959136,35.960091,33,6321.1
193003,31.959992,35.9589,34,6468.1
193003,31.961064,35.957749,35,6629.1
193003,31.961535,35.959268,36,6782.1
193003,31.961461,35.960252,37,6875.1
193003,31.962783,35.960476,38,7023.1
203097,31.962783,35.960476,1,0.1
203097,31.961461,35.960252,2,148.1
203097,31.961535,35.959268,3,241.1
203097,31.961064,35.957749,4,394.1
203097,31.959992,35.9589,5,555.1
203097,31.959136,35.960091,6,702.1
203097,31.957329,35.961087,7,923.1
203097,31.956978,35.962813,8,1091.1
203097,31.95539,35.963281,9,1273.1
203097,31.953708,35.962104,10,1490.1
203097,31.951893,35.961073,11,1714.1
203097,31.950259,35.95991,12,1926.1
203097,31.949226,35.958335,13,2114.1
203097,31.948909,35.956553,14,2286.1
203097,31.94785,35.955092,15,2467.1
203097,31.945938,35.954177,16,2696.1
203097,31.944368,35.952993,17,2903.1
203097,31.94231,35.953611,18,3139.1
203097,31.940999,35.9524,19,3324.1
203097,31.94002,35.950801,20,3510.1
203097,31.938279,35.949711,21,3729.1
203097,31.936553,35.948599,22,3947.1
203097,31.935056,35.94727,23,4155.1
203097,31.933055,35.946583,24,4386.1
203097,31.930867,35.946273,25,4630.1
203097,31.928891,35.945476,26,4862.1
203097,31.927182,35.944325,27,5081.1
203097,31.925493,35.943155,28,5299.1
203097,31.923817,35.941972,29,5516.1
203097,31.922164,35.940769,30,5732.1
203097,31.921411,35.939136,31,5908.1
203097,31.921234,35.937886,32,6028.1
203097,31.920997,35.936098,33,6199.1
203097,31.920619,35.934324,34,6372.1
203097,31.920181,35.93256,35,6546.1
203097,31.919779,35.93079,36,6719.1
203097,31.918294,35.930731,37,6884.1
203097,31.918459,35.929276,38,7023.1
193005,31.918459,35.929276,1,0.1
193005,31.918294,35.930731,2,139.1
193005,31.919779,35.93079,3,304.1
193005,31.920181,35.93256,4,477.1
193005,31.920619,35.934324,5,651.1
193005,31.921974,35.934403,6,801.1
193005,31.923642,35.933214,7,1017.1
193005,31.925311,35.932025,8,1234.1
193005,31.92689,35.930761,9,1446.1
193005,31.928446,35.929476,10,1657.1
193005,31.930083,35.928259,11,1872.1
193005,31.93051,35.926629,12,2033.1
193005,31.92965,35.925002,13,2214.1
193005,31.930009,35.923246,14,2385.1
193005,31.93068,35.922366,15,2497.1
193005,31.930583,35.92098,16,2629.1
193005,31.932497,35.921876,17,2858.1
193005,31.93452,35.922621,18,3093.1
193005,31.936541,35.923368,19,3328.1
193005,31.938629,35.923684,20,3561.1
193005,31.940527,35.922309,21,3808.1
193005,31.941977,35.922195,22,3969.1
193005,31.94436,35.922676,23,4237.1
193005,31.944637,35.923681,24,4337.1
193005,31.945163,35.925428,25,4512.1
193005,31.945017,35.927212,26,4681.1
193005,31.944721,35.928988,27,4852.1
193005,31.945907,35.928338,28,4997.1
193005,31.946336,35.926574,29,5170.1
193005,31.946263,35.924776,30,5340.1
193005,31.94576,35.923027,31,5515.1
193005,31.945503,35.921252,32,5685.1
193005,31.94588,35.91948,33,5858.1
193005,31.94662,35.917798,34,6037.1
193005,31.948556,35.915304,35,6356.1
193005,31.949462,35.914312,36,6493.1
193005,31.949862,35.912577,37,6663.1
193005,31.949233,35.910853,38,6840.1
193005,31.948509,35.909151,39,7020.1
193005,31.94927,35.907967,40,7160.1
193005,31.951167,35.908904,41,7388.1
193005,31.953013,35.909897,42,7613.1
193005,31.954364,35.910575,43,7776.1
193005,31.955502,35.909129,44,7962.1
193005,31.957304,35.907491,45,8215.1
193005,31.958622,35.907628,46,8362.1
193005,31.959421,35.905992,47,8540.1
193005,31.959999,35.905151,48,8642.1
193005,31.961496,35.90382,49,8850.1
193005,31.962304,35.902992,50,8969.1
193005,31.963948,35.902263,51,9164.1
193005,31.965386,35.901261,52,9349.1
193005,31.966398,35.90212,53,9488.1
193005,31.967669,35.903596,54,9686.1
193005,31.968889,35.905101,55,9882.1
193005,31.970518,35.906851,56,10127.1
193005,31.971498,35.908012,57,10281.1
193005,31.972853,35.909439,58,10483.1
193005,31.974244,35.910842,59,10686.1
193005,31.975617,35.912257,60,10889.1
193005,31.976628,35.91367,61,11063.1
193005,31.978068,35.915255,62,11282.1
193005,31.979149,35.916828,63,11473.1
193005,31.980486,35.917805,64,11648.1
193005,31.982695,35.917971,65,11893.1
193005,31.984911,35.917956,66,12139.1
193005,31.987132,35.917894,67,12385.1
193005,31.989353,35.917901,68,12631.1
193005,31.991563,35.91809,69,12877.1
193005,31.993337,35.918594,70,13079.1
193005,31.994883,35.919414,71,13267.1
203098,31.994883,35.919414,1,0.1
203098,31.993337,35.918594,2,188.1
203098,31.991563,35.91809,3,390.1
203098,31.989353,35.917901,4,636.1
203098,31.987132,35.917894,5,882.1
203098,31.984911,35.917956,6,1128.1
203098,31.982695,35.917971,7,1374.1
203098,31.980486,35.917805,8,1619.1
203098,31.979149,35.916828,9,1794.1
203098,31.978068,35.915255,10,1985.1
203098,31.976628,35.91367,11,2204.1
203098,31.975617,35.912257,12,2378.1
203098,31.974244,35.910842,13,2581.1
203098,31.972853,35.909439,14,2784.1
203098,31.971498,35.908012,15,2986.1
203098,31.970518,35.906851,16,3140.1
203098,31.968889,35.905101,17,3385.1
203098,31.967669,35.903596,18,3581.1
203098,31.966398,35.90212,19,3779.1
203098,31.965386,35.901261,20,3918.1
203098,31.963948,35.902263,21,4103.1
203098,31.962304,35.902992,22,4298.1
203098,31.961496,35.90382,23,4417.1
203098,31.959999,35.905151,24,4625.1
203098,31.959421,35.905992,25,4727.1
203098,31.958622,35.907628,26,4905.1
203098,31.957304,35.907491,27,5052.1
203098,31.955502,35.909129,28,5305.1
203098,31.954364,35.910575,29,5491.1
203098,31.953013,35.909897,30,5654.1
203098,31.951167,35.908904,31,5879.1
203098,31.94927,35.907967,32,6107.1
203098,31.948509,35.909151,33,6247.1
203098,31.949233,35.910853,34,6427.1
203098,31.949862,35.912577,35,6604.1
203098,31.949462,35.914312,36,6774.1
203098,31.948556,35.915304,37,6911.1
203098,31.94662,35.917798,38,7230.1
203098,31.94588,35.91948,39,7409.1
203098,31.945503,35.921252,40,7582.1
203098,31.94576,35.923027,41,7752.1
203098,31.946263,35.924776,42,7927.1
203098,31.946336,35.926574,43,8097.1
203098,31.945907,35.928338,44,8270.1
203098,31.944721,35.928988,45,8415.1
203098,31.945017,35.927212,46,8586.1
203098,31.945163,35.925428,47,8755.1
203098,31.944637,35.923681,48,8930.1
203098,31.94436,35.922676,49,9030.1
203098,31.941977,35.922195,50,9298.1
203098,31.940527,35.922309,51,9459.1
203098,31.938629,35.923684,52,9706.1
203098,31.936541,35.923368,53,9939.1
203098,31.93452,35.922621,54,10174.1
203098,31.932497,35.921876,55,10409.1
203098,31.930583,35.92098,56,10638.1
203098,31.93068,35.922366,57,10770.1
203098,31.930009,35.923246,58,10882.1
203098,31.92965,35.925002,59,11053.1
203098,31.93051,35.926629,60,11234.1
203098,31.930083,35.928259,61,11395.1
203098,31.928446,35.929476,62,11610.1
203098,31.92689,35.930761,63,11821.1
203098,31.925311,35.932025,64,12033.1
203098,31.923642,35.933214,65,12250.1
203098,31.921974,35.934403,66,12466.1
203098,31.920619,35.934324,67,12616.1
203098,31.920181,35.93256,68,12790.1
203098,31.919779,35.93079,69,12963.1
203098,31.918294,35.930731,70,13128.1
203098,31.918459,35.929276,71,13267.1
193006,31.94597,35.945951,1,0.1
193006,31.946736,35.947639,2,181.1
193006,31.948489,35.948728,3,401.1
193006,31.949448,35.950312,4,585.1
193006,31.949956,35.952063,5,760.1
193006,31.95081,35.953706,6,942.1
193006,31.952267,35.955045,7,1147.1
193006,31.95417,35.955953,8,1375.1
193006,31.956284,35.95649,9,1615.1
193006,31.957795,35.956827,10,1786.1
193006,31.958691,35.957445,11,1901.1
193006,31.959992,35.9589,12,2100.1
193006,31.961535,35.959268,13,2275.1
193006,31.961461,35.960252,14,2368.1
193006,31.962783,35.960476,15,2516.1
193006,31.964344,35.960903,16,2694.1
193006,31.965363,35.963187,17,2938.1
193006,31.963534,35.962174,18,3162.1
203099,31.963534,35.962174,1,0.1
203099,31.965363,35.963187,2,224.1
203099,31.964344,35.960903,3,468.1
203099,31.962783,35.960476,4,646.1
203099,31.961461,35.960252,5,794.1
203099,31.961535,35.959268,6,887.1
203099,31.959992,35.9589,7,1062.1
203099,31.958691,35.957445,8,1261.1
203099,31.957795,35.956827,9,1376.1
203099,31.956284,35.95649,10,1547.1
203099,31.95417,35.955953,11,1787.1
203099,31.952267,35.955045,12,2015.1
203099,31.95081,35.953706,13,2220.1
203099,31.949956,35.952063,14,2402.1
203099,31.949448,35.950312,15,2577.1
203099,31.948489,35.948728,16,2761.1
203099,31.946736,35.947639,17,2981.1
203099,31.94597,35.945951,18,3162.1
193007,31.945444,35.944734,1,0.1
193007,31.946849,35.943389,2,201.1
193007,31.947633,35.941727,3,381.1
193007,31.94936,35.941014,4,584.1
193007,31.951313,35.940224,5,813.1
193007,31.95203,35.942429,6,1036.1
193007,31.952008,35.944227,7,1206.1
193007,31.952343,35.945164,8,1302.1
193007,31.953936,35.946839,9,1539.1
193007,31.953205,35.948433,10,1710.1
193007,31.953239,35.950226,11,1880.1
193007,31.95371,35.951739,12,2032.1
193007,31.954396,35.95344,13,2210.1
193007,31.955856,35.954751,14,2414.1
193007,31.9575,35.955926,15,2627.1
193007,31.958691,35.957445,16,2822.1
193007,31.959992,35.9589,17,3021.1
193007,31.961461,35.960252,18,3228.1
193007,31.962783,35.960476,19,3376.1
193007,31.963534,35.962174,20,3557.1
203100,31.963534,35.962174,1,0.1
203100,31.962783,35.960476,2,181.1
203100,31.961461,35.960252,3,329.1
203100,31.959992,35.9589,4,536.1
203100,31.958691,35.957445,5,735.1
203100,31.9575,35.955926,6,930.1
203100,31.955856,35.954751,7,1143.1
203100,31.954396,35.95344,8,1347.1
203100,31.95371,35.951739,9,1525.1
203100,31.953239,35.950226,10,1677.1
203100,31.953205,35.948433,11,1847.1
203100,31.953936,35.946839,12,2018.1
203100,31.952343,35.945164,13,2255.1
203100,31.952008,35.944227,14,2351.1
203100,31.95203,35.942429,15,2521.1
203100,31.951313,35.940224,16,2744.1
203100,31.94936,35.941014,17,2973.1
203100,31.947633,35.941727,18,3176.1
203100,31.946849,35.943389,19,3356.1
203100,31.945444,35.944734,20,3557.1
193008,31.962783,35.960476,1,0.1
193008,31.963534,35.962174,2,181.1
193008,31.965363,35.963187,3,405.1
193008,31.967227,35.964431,4,643.1
193008,31.968059,35.965989,5,817.1
193008,31.968264,35.967124,6,927.1
193008,31.968595,35.968857,7,1095.1
193008,31.968749,35.9707,8,1270.1
193008,31.969735,35.972271,9,1454.1
193008,31.971646,35.973139,10,1681.1
193008,31.973345,35.97422,11,1895.1
193008,31.974639,35.975684,12,2094.1
193008,31.975541,35.976557,13,2224.1
193008,31.976927,35.978768,14,2483.1
193008,31.977695,35.980445,15,2663.1
193008,31.978284,35.98218,16,2840.1
193008,31.979161,35.983822,17,3023.1
193008,31.979839,35.984965,18,3155.1
193008,31.981412,35.986922,19,3409.1
193008,31.981916,35.989295,20,3640.1
193008,31.982111,35.990457,21,3752.1
193008,31.982347,35.992247,22,3923.1
193008,31.983144,35.993909,23,4103.1
193008,31.984277,35.995458,24,4296.1
193008,31.985408,35.997008,25,4489.1
193008,31.986529,35.998562,26,4681.1
193008,31.987806,36.00003,27,4879.1
193008,31.989316,36.001351,28,5088.1
203101,31.989316,36.001351,1,0.1
203101,31.987806,36.00003,2,209.1
203101,31.986529,35.998562,3,407.1
203101,31.985408,35.997008,4,599.1
203101,31.984277,35.995458,5,792.1
203101,31.983144,35.993909,6,985.1
203101,31.982347,35.992247,7,1165.1
203101,31.982111,35.990457,8,1336.1
203101,31.981916,35.989295,9,1448.1
203101,31.981412,35.986922,10,1679.1
203101,31.979839,35.984965,11,1933.1
203101,31.979161,35.983822,12,2065.1
203101,31.978284,35.98218,13,2248.1
203101,31.977695,35.980445,14,2425.1
203101,31.976927,35.978768,15,2605.1
203101,31.975541,35.976557,16,2864.1
203101,31.974639,35.975684,17,2994.1
203101,31.973345,35.97422,18,3193.1
203101,31.971646,35.973139,19,3407.1
203101,31.969735,35.972271,20,3634.1
203101,31.968749,35.9707,21,3818.1
203101,31.968595,35.968857,22,3993.1
203101,31.968264,35.967124,23,4161.1
203101,31.968059,35.965989,24,4271.1
203101,31.967227,35.964431,25,4445.1
203101,31.965363,35.963187,26,4683.1
203101,31.963534,35.962174,27,4907.1
203101,31.962783,35.960476,28,5088.1
193009,31.971834,35.929047,1,0.1
193009,31.970467,35.92967,2,163.1
193009,31.969285,35.931194,3,358.1
193009,31.968131,35.932732,4,552.1
193009,31.966974,35.934269,5,746.1
193009,31.965425,35.935555,6,956.1
193009,31.963827,35.936806,7,1169.1
193009,31.961797,35.937281,8,1399.1
193009,31.959878,35.938189,9,1628.1
193009,31.95829,35.938541,10,1807.1
193009,31.958402,35.939476,11,1896.1
193009,31.957747,35.940252,12,1999.1
193009,31.957628,35.94202,13,2167.1
193009,31.957161,35.943589,14,2324.1
193009,31.956061,35.944388,15,2467.1
193009,31.955005,35.943785,16,2597.1
193009,31.953542,35.945068,17,2800.1
193009,31.953936,35.946839,18,2973.1
193009,31.954302,35.948613,19,3146.1
193009,31.954886,35.950342,20,3322.1
193009,31.95371,35.951739,21,3508.1
193009,31.954396,35.95344,22,3686.1
193009,31.955856,35.954751,23,3890.1
193009,31.9575,35.955926,24,4103.1
193009,31.958691,35.957445,25,4298.1
193009,31.959992,35.9589,26,4497.1
193009,31.961461,35.960252,27,4704.1
193009,31.962783,35.960476,28,4852.1
193009,31.963534,35.962174,29,5033.1
203102,31.963534,35.962174,1,0.1
203102,31.962783,35.960476,2,181.1
203102,31.961461,35.960252,3,329.1
203102,31.959992,35.9589,4,536.1
203102,31.958691,35.957445,5,735.1
203102,31.9575,35.955926,6,930.1
203102,31.955856,35.954751,7,1143.1
203102,31.954396,35.95344,8,1347.1
203102,31.95371,35.951739,9,1525.1
203102,31.954886,35.950342,10,1711.1
203102,31.954302,35.948613,11,1887.1
203102,31.953936,35.946839,12,2060.1
203102,31.953542,35.945068,13,2233.1
203102,31.955005,35.943785,14,2436.1
203102,31.956061,35.944388,15,2566.1
203102,31.957161,35.943589,16,2709.1
203102,31.957628,35.94202,17,2866.1
203102,31.957747,35.940252,18,3034.1
203102,31.958402,35.939476,19,3137.1
203102,31.95829,35.938541,20,3226.1
203102,31.959878,35.938189,21,3405.1
203102,31.961797,35.937281,22,3634.1
203102,31.963827,35.936806,23,3864.1
203102,31.965425,35.935555,24,4077.1
203102,31.966974,35.934269,25,4287.1
203102,31.968131,35.932732,26,4481.1
203102,31.969285,35.931194,27,4675.1
203102,31.970467,35.92967,28,4870.1
203102,31.971834,35.929047,29,5033.1
193010,31.722871,35.991296,1,0.1
193010,31.722632,35.989506,2,172.1
193010,31.722393,35.987717,3,344.1
193010,31.722154,35.985927,4,516.1
193010,31.721915,35.984138,5,688.1
193010,31.721676,35.982349,6,860.1
193010,31.721437,35.980559,7,1032.1
193010,31.721198,35.97877,8,1204.1
193010,31.720959,35.97698,9,1376.1
193010,31.72072,35.975191,10,1548.1
193010,31.720481,35.973401,11,1720.1
193010,31.720456,35.97161,12,1890.1
193010,31.720635,35.969816,13,2061.1
193010,31.72083,35.968023,14,2232.1
193010,31.721025,35.96623,15,2403.1
193010,31.72122,35.964437,16,2574.1
193010,31.721415,35.962644,17,2745.1
193010,31.72161,35.960851,18,2916.1
193010,31.721805,35.959058,19,3087.1
193010,31.721999,35.957265,20,3258.1
193010,31.722194,35.955472,21,3429.1
193010,31.722389,35.953679,22,3600.1
193010,31.722584,35.951886,23,3771.1
